# Instantané Mémoire : nombre d'illustrations POP par notice Mérimée.
# Généré par `python -m merimee_etl.memoire`, jamais à la main.
# Un nombre, pas une image : ces photographies sont sous droits réservés.
reference,images
PA00080703,19
PA00080704,7
PA00080705,10
PA00080706,94
PA00080707,15
PA00080708,106
PA00080709,28
PA00080710,3
PA00080711,1
PA00080712,2
PA00080713,1
PA00080714,41
PA00080715,7
PA00080716,13
PA00080717,19
PA00080718,24
PA00080719,8
PA00080720,6
PA00080721,10
PA00080722,5
PA00080723,6
PA00080724,4
PA00080725,6
PA00080726,3
PA00080727,15
PA00080728,29
PA00080729,4
PA00080730,2
PA00080731,3
PA00080732,10
PA00080733,20
PA00080734,3
PA00080735,1
PA00080736,1
PA00080737,3
PA00080738,6
PA00080739,1
PA00080740,10
PA00080741,2
PA00080742,27
PA00080743,3
PA00080744,7
PA00080745,12
PA00080746,9
PA00080747,5
PA00080748,2
PA00080749,6
PA00080750,5
PA00080751,1
PA00080752,2
PA00080753,18
PA00080754,33
PA00080755,12
PA00080756,6
PA00080757,18
PA00080758,2
PA00080759,1
PA00080760,5
PA00080761,31
PA00080762,97
PA00080763,2
PA00080764,17
PA00080765,10
PA00080766,11
PA00080767,9
PA00080768,53
PA00080769,41
PA00080770,9
PA00080771,1
PA00080772,1
PA00080773,204
PA00080774,6
PA00080775,27
PA00080776,2
PA00080777,4
PA00080778,4
PA00080779,43
PA00080780,24
PA00080781,11
PA00080782,14
PA00080783,11
PA00080784,2
PA00080785,1
PA00080786,7
PA00080787,6
PA00080788,5
PA00080789,1
PA00080790,4
PA00080791,10
PA00080792,9
PA00080793,10
PA00080794,5
PA00080795,19
PA00080796,5
PA00080797,27
PA00080798,5
PA00080799,3
PA00080801,1
PA00080802,45
PA00080804,17
PA00080805,33
PA00080806,30
PA00080807,75
PA00080808,146
PA00080809,82
PA00080810,3
PA00080811,7
PA00080812,3
PA00080813,2
PA00080814,27
PA00080815,9
PA00080816,20
PA00080817,1
PA00080818,56
PA00080819,13
PA00080821,13
PA00080822,4
PA00080823,8
PA00080824,4
PA00080825,6
PA00080826,15
PA00080827,6
PA00080828,17
PA00080829,4
PA00080830,9
PA00080831,6
PA00080832,1
PA00080834,6
PA00080835,69
PA00080836,3
PA00080837,63
PA00080838,4
PA00080839,10
PA00080840,5
PA00080841,7
PA00080842,3
PA00080843,3
PA00080844,54
PA00080845,8
PA00080846,6
PA00080847,17
PA00080848,6
PA00080849,19
PA00080850,15
PA00080851,15
PA00080852,16
PA00080853,6
PA00080854,11
PA00080855,149
PA00080856,49
PA00080857,4
PA00080858,5
PA00080859,7
PA00080860,5
PA00080861,9
PA00080862,5
PA00080863,9
PA00080864,37
PA00080865,4
PA00080866,15
PA00080867,3
PA00080868,1
PA00080869,1
PA00080870,22
PA00080871,4
PA00080872,5
PA00080873,6
PA00080874,9
PA00080875,13
PA00080876,33
PA00080877,1
PA00080878,16
PA00080879,1
PA00080880,4
PA00080881,349
PA00080882,43
PA00080883,6
PA00080884,26
PA00080885,1
PA00080886,11
PA00080887,6
PA00080888,13
PA00080889,1
PA00080890,4
PA00080891,23
PA00080892,6
PA00080893,4
PA00080894,2
PA00080896,1
PA00080897,137
PA00080898,2
PA00080899,3
PA00080900,36
PA00080901,5
PA00080903,18
PA00080904,2
PA00080905,4
PA00080907,2
PA00080910,43
PA00080911,34
PA00080912,9
PA00080913,34
PA00080914,4
PA00080915,1
PA00080916,2
PA00080917,6
PA00080918,5
PA00080919,1
PA00080920,23
PA00080921,16
PA00080922,9
PA00080923,2
PA00080924,1
PA00080926,56
PA00080927,14
PA00080928,15
PA00080929,10
PA00080930,51
PA00080931,56
PA00080932,22
PA00080933,1
PA00080934,2
PA00080935,11
PA00080936,13
PA00080937,5
PA00080938,4
PA00080939,1
PA00080940,19
PA00080941,2
PA00080942,5
PA00080943,13
PA00080944,6
PA00080945,6
PA00080946,4
PA00080947,1
PA00080948,41
PA00080949,126
PA00080950,2
PA00080951,1
PA00080952,3
PA00080953,2
PA00080954,29
PA00080955,7
PA00080956,4
PA00080957,97
PA00080958,15
PA00080959,12
PA00080960,23
PA00080961,19
PA00080962,4
PA00080963,12
PA00080964,2
PA00080965,4
PA00080966,2
PA00080967,2
PA00080968,7
PA00080969,3
PA00080970,2
PA00080971,6
PA00080972,3
PA00080973,20
PA00080975,16
PA00080976,5
PA00080978,14
PA00080979,19
PA00080980,6
PA00080981,443
PA00080982,52
PA00080983,1
PA00080984,2
PA00080985,4
PA00080986,8
PA00080989,22
PA00080990,3
PA00080992,43
PA00080993,55
PA00080994,2
PA00080995,105
PA00080996,210
PA00080997,24
PA00080998,6
PA00080999,2
PA00081000,1
PA00081001,46
PA00081002,4
PA00081003,4
PA00081004,2
PA00081005,2
PA00081006,6
PA00081007,8
PA00081008,15
PA00081009,2
PA00081010,8
PA00081011,19
PA00081012,4
PA00081013,8
PA00081014,10
PA00081015,3
PA00081016,3
PA00081017,62
PA00081018,91
PA00081019,5
PA00081020,1
PA00081021,57
PA00081022,41
PA00081023,5
PA00081024,25
PA00081025,3
PA00081026,10
PA00081027,2
PA00081028,3
PA00081029,4
PA00081030,53
PA00081031,15
PA00081032,1
PA00081033,8
PA00081034,2
PA00081035,4
PA00081036,84
PA00081037,4
PA00081038,3
PA00081039,3
PA00081040,2
PA00081041,8
PA00081042,1
PA00081043,2
PA00081044,4
PA00081045,8
PA00081046,4
PA00081047,40
PA00081048,45
PA00081049,5
PA00081050,2
PA00081051,3
PA00081052,2
PA00081053,12
PA00081054,3
PA00081055,3
PA00081056,1
PA00081057,94
PA00081058,57
PA00081059,5
PA00081060,2
PA00081061,1
PA00081062,3
PA00081063,2
PA00081064,1
PA00081065,2
PA00081066,1
PA00081068,2
PA00081069,9
PA00081070,3
PA00081071,2
PA00081073,2
PA00081074,2
PA00081075,1
PA00081076,3
PA00081077,2
PA00081078,3
PA00081079,1
PA00081080,1
PA00081082,1
PA00081083,3
PA00081084,2
PA00081085,2
PA00081086,3
PA00081087,1
PA00081088,2
PA00081089,2
PA00081090,76
PA00081093,2
PA00081094,3
PA00081095,339
PA00081096,5
PA00081097,2
PA00081098,3
PA00081099,62
PA00081100,10
PA00081101,46
PA00081103,27
PA00081104,4
PA00081105,56
PA00081106,5
PA00081107,2
PA00081108,3
PA00081110,29
PA00081111,8
PA00081113,11
PA00081114,1
PA00081115,3
PA00081116,5
PA00081117,331
PA00081118,25
PA00081119,252
PA00081120,1
PA00081121,19
PA00081122,16
PA00081123,6
PA00081124,6
PA00081125,11
PA00081126,45
PA00081127,5
PA00081128,35
PA00081129,6
PA00081130,2
PA00081132,7
PA00081133,16
PA00081134,19
PA00081135,2
PA00081136,14
PA00081137,4
PA00081138,6
PA00081139,1334
PA00081140,41
PA00081141,10
PA00081142,1
PA00081143,5
PA00081144,4
PA00081145,9
PA00081146,9
PA00081147,4
PA00081148,10
PA00081149,5
PA00081150,4
PA00081151,9
PA00081152,6
PA00081153,7
PA00081154,3
PA00081155,90
PA00081156,3
PA00081157,2
PA00081158,1
PA00081159,3
PA00081160,3
PA00081161,5
PA00081162,2
PA00081163,3
PA00081165,3
PA00081166,6
PA00081167,2
PA00081168,6
PA00081169,1
PA00081171,1
PA00081172,2
PA00081173,1
PA00081175,3
PA00081176,4
PA00081177,2
PA00081178,3
PA00081179,178
PA00081180,22
PA00081181,4
PA00081182,2
PA00081183,12
PA00081184,7
PA00081185,8
PA00081186,53
PA00081187,5
PA00081188,1
PA00081189,184
PA00081190,63
PA00081192,7
PA00081193,12
PA00081194,21
PA00081195,1
PA00081196,8
PA00081197,2
PA00081198,2
PA00081199,3
PA00081200,31
PA00081201,3
PA00081202,2
PA00081203,4
PA00081204,1
PA00081206,7
PA00081207,1
PA00081208,28
PA00081209,23
PA00081210,2
PA00081211,2
PA00081212,3
PA00081213,3
PA00081214,3
PA00081215,4
PA00081216,4
PA00081217,2
PA00081218,3
PA00081219,1
PA00081220,2
PA00081221,2
PA00081222,1
PA00081223,3
PA00081224,8
PA00081225,8
PA00081226,2
PA00081227,7
PA00081228,2
PA00081229,132
PA00081230,4
PA00081231,11
PA00081232,8
PA00081233,5
PA00081234,3
PA00081235,3
PA00081236,9
PA00081237,3
PA00081238,7
PA00081239,9
PA00081240,8
PA00081241,3
PA00081242,9
PA00081243,9
PA00081244,5
PA00081245,13
PA00081247,7
PA00081248,1
PA00081249,1
PA00081250,47
PA00081251,6
PA00081252,34
PA00081253,1
PA00081254,2
PA00081255,16
PA00081256,18
PA00081257,2
PA00081258,5
PA00081260,4
PA00081261,2
PA00081262,12
PA00081267,3
PA00081268,37
PA00081269,1
PA00081270,1
PA00081271,3
PA00081272,1
PA00081273,8
PA00081274,12
PA00081275,9
PA00081276,11
PA00081277,2
PA00081278,10
PA00081279,9
PA00081280,2
PA00081281,3
PA00081282,1
PA00081283,11
PA00081284,12
PA00081285,1
PA00081286,1
PA00081287,8
PA00081288,5
PA00081289,9
PA00081290,13
PA00081291,1
PA00081292,3
PA00081293,21
PA00081294,5
PA00081295,1
PA00081296,15
PA00081297,14
PA00081298,2
PA00081300,17
PA00081301,22
PA00081302,2
PA00081303,3
PA00081304,2
PA00081305,2
PA00081306,2
PA00081308,1
PA00081309,2
PA00081310,6
PA00081312,8
PA00081313,7
PA00081314,10
PA00081315,2
PA00081316,38
PA00081317,38
PA00081318,4
PA00081319,3
PA00081320,6
PA00081321,8
PA00081322,66
PA00081323,176
PA00081324,8
PA00081325,12
PA00081326,111
PA00081327,4
PA00081328,6
PA00081329,3
PA00081330,14
PA00081331,71
PA00081332,253
PA00081333,87
PA00081334,7
PA00081336,49
PA00081337,33
PA00081338,28
PA00081339,62
PA00081340,22
PA00081341,15
PA00081342,6
PA00081343,5
PA00081344,52
PA00081345,16
PA00081346,4
PA00081347,37
PA00081348,22
PA00081349,18
PA00081350,9
PA00081351,3
PA00081352,8
PA00081353,3
PA00081354,28
PA00081355,5
PA00081356,6
PA00081357,5
PA00081358,7
PA00081360,8
PA00081361,3
PA00081362,3
PA00081363,14
PA00081364,30
PA00081365,12
PA00081366,5
PA00081367,4
PA00081368,97
PA00081369,8
PA00081370,11
PA00081371,2
PA00081372,6
PA00081373,81
PA00081374,35
PA00081376,28
PA00081377,5
PA00081378,22
PA00081379,8
PA00081380,4
PA00081381,11
PA00081382,4
PA00081384,5
PA00081385,2
PA00081387,7
PA00081388,7
PA00081389,1
PA00081390,3
PA00081391,2
PA00081392,2
PA00081393,5
PA00081394,1
PA00081395,3
PA00081396,3
PA00081397,12
PA00081399,2
PA00081403,5
PA00081404,8
PA00081405,14
PA00081406,3
PA00081407,35
PA00081408,14
PA00081409,3
PA00081410,2
PA00081411,1
PA00081412,3
PA00081413,2
PA00081414,3
PA00081415,3
PA00081416,111
PA00081419,22
PA00081420,8
PA00081421,14
PA00081422,19
PA00081423,9
PA00081424,1
PA00081425,13
PA00081426,30
PA00081427,12
PA00081429,2
PA00081430,11
PA00081431,24
PA00081432,3
PA00081433,2
PA00081434,1
PA00081435,10
PA00081436,16
PA00081437,3
PA00081438,50
PA00081439,14
PA00081440,30
PA00081441,1
PA00081443,3
PA00081444,283
PA00081445,33
PA00081446,5
PA00081447,3
PA00081448,12
PA00081449,94
PA00081450,3
PA00081451,47
PA00081452,115
PA00081453,16
PA00081454,123
PA00081455,1
PA00081456,61
PA00081457,1
PA00081458,2
PA00081459,28
PA00081461,23
PA00081462,9
PA00081464,6
PA00081466,14
PA00081467,10
PA00081468,5
PA00081469,3
PA00081470,45
PA00081471,2
PA00081472,12
PA00081473,246
PA00081474,11
PA00081475,83
PA00081476,15
PA00081477,35
PA00081480,4
PA00081481,1
PA00081482,4
PA00081483,5
PA00081484,8
PA00081485,2
PA00081486,9
PA00081487,1
PA00081488,2
PA00081489,5
PA00081490,5
PA00081491,19
PA00081492,5
PA00081493,73
PA00081494,20
PA00081495,2
PA00081496,1
PA00081497,2
PA00081498,3
PA00081499,2
PA00081500,5
PA00081501,31
PA00081502,1
PA00081503,23
PA00081505,2
PA00081506,1
PA00081507,7
PA00081508,8
PA00081509,4
PA00081510,3
PA00081511,10
PA00081512,5
PA00081513,2
PA00081514,3
PA00081515,3
PA00081516,11
PA00081518,2
PA00081520,26
PA00081522,2
PA00081523,3
PA00081524,3
PA00081525,28
PA00081526,18
PA00081528,2
PA00081529,5
PA00081530,18
PA00081531,4
PA00081532,19
PA00081533,5
PA00081534,13
PA00081536,3
PA00081537,4
PA00081538,3
PA00081539,7
PA00081540,3
PA00081542,6
PA00081543,5
PA00081544,5
PA00081545,6
PA00081546,2
PA00081547,12
PA00081548,2
PA00081550,5
PA00081551,1
PA00081552,8
PA00081553,1
PA00081554,1
PA00081555,7
PA00081556,16
PA00081557,4
PA00081558,2
PA00081559,1
PA00081560,83
PA00081561,11
PA00081562,7
PA00081563,4
PA00081564,8
PA00081565,9
PA00081566,10
PA00081567,1
PA00081568,4
PA00081569,5
PA00081570,34
PA00081571,6
PA00081572,6
PA00081573,4
PA00081574,3
PA00081575,19
PA00081576,10
PA00081577,1
PA00081578,7
PA00081579,3
PA00081580,5
PA00081581,11
PA00081582,24
PA00081583,5
PA00081584,3
PA00081585,5
PA00081586,6
PA00081587,5
PA00081588,7
PA00081589,13
PA00081591,9
PA00081593,1
PA00081594,12
PA00081595,1
PA00081596,1
PA00081597,13
PA00081598,2
PA00081599,2
PA00081600,7
PA00081601,3
PA00081602,1
PA00081603,30
PA00081604,90
PA00081605,4
PA00081606,266
PA00081607,1
PA00081608,5
PA00081609,1
PA00081610,2
PA00081611,8
PA00081612,2
PA00081613,4
PA00081614,4
PA00081616,3
PA00081618,5
PA00081619,11
PA00081620,5
PA00081621,10
PA00081622,3
PA00081623,16
PA00081624,2
PA00081625,2
PA00081627,9
PA00081628,10
PA00081630,4
PA00081631,23
PA00081632,15
PA00081633,14
PA00081634,2
PA00081635,1
PA00081636,1
PA00081637,6
PA00081638,93
PA00081639,4
PA00081640,2
PA00081641,4
PA00081642,10
PA00081644,2
PA00081645,1
PA00081646,4
PA00081647,3
PA00081648,4
PA00081649,3
PA00081651,1
PA00081652,17
PA00081653,20
PA00081654,6
PA00081655,18
PA00081656,9
PA00081657,2
PA00081658,12
PA00081659,34
PA00081660,18
PA00081662,1
PA00081663,3
PA00081664,4
PA00081665,68
PA00081666,4
PA00081667,1
PA00081668,7
PA00081669,1
PA00081670,197
PA00081672,22
PA00081673,4
PA00081674,2
PA00081675,5
PA00081676,17
PA00081677,2
PA00081678,13
PA00081679,7
PA00081680,3
PA00081681,4
PA00081682,5
PA00081684,4
PA00081685,14
PA00081686,9
PA00081687,15
PA00081688,10
PA00081691,6
PA00081692,11
PA00081693,6
PA00081694,7
PA00081696,2
PA00081697,1
PA00081698,2
PA00081699,7
PA00081700,3
PA00081701,3
PA00081702,3
PA00081703,6
PA00081704,6
PA00081705,12
PA00081706,12
PA00081707,7
PA00081708,7
PA00081710,201
PA00081711,5
PA00081712,5
PA00081714,5
PA00081715,3
PA00081716,8
PA00081717,3
PA00081718,25
PA00081719,13
PA00081720,11
PA00081721,6
PA00081722,12
PA00081723,34
PA00081724,19
PA00081725,14
PA00081726,6
PA00081727,1
PA00081728,13
PA00081729,10
PA00081730,2
PA00081731,22
PA00081732,26
PA00081733,17
PA00081734,2
PA00081735,16
PA00081736,10
PA00081737,29
PA00081738,36
PA00081739,2
PA00081740,9
PA00081741,11
PA00081742,4
PA00081744,4
PA00081745,6
PA00081746,11
PA00081747,156
PA00081748,3
PA00081749,7
PA00081750,12
PA00081751,16
PA00081752,26
PA00081753,5
PA00081754,8
PA00081755,15
PA00081756,3
PA00081757,2
PA00081758,1
PA00081759,2
PA00081761,11
PA00081762,4
PA00081763,4
PA00081764,8
PA00081765,4
PA00081766,2
PA00081767,8
PA00081769,5
PA00081770,2
PA00081771,9
PA00081772,39
PA00081773,11
PA00081774,1
PA00081775,3
PA00081776,10
PA00081779,4
PA00081780,3
PA00081781,10
PA00081782,1
PA00081784,36
PA00081785,62
PA00081786,6
PA00081787,3
PA00081788,41
PA00081789,58
PA00081790,1
PA00081791,12
PA00081792,5
PA00081793,1
PA00081794,10
PA00081795,4
PA00081796,19
PA00081797,11
PA00081798,17
PA00081799,3
PA00081800,130
PA00081801,6
PA00081802,3
PA00081803,6
PA00081804,3
PA00081805,6
PA00081806,5
PA00081807,3
PA00081808,6
PA00081809,4
PA00081810,5
PA00081811,38
PA00081812,17
PA00081813,3
PA00081814,535
PA00081815,167
PA00081816,68
PA00081817,39
PA00081818,5
PA00081819,5
PA00081820,18
PA00081821,82
PA00081822,9
PA00081823,4
PA00081824,1
PA00081825,74
PA00081826,190
PA00081827,17
PA00081828,7
PA00081829,4
PA00081830,70
PA00081831,201
PA00081832,111
PA00081833,26
PA00081834,184
PA00081835,2
PA00081836,7
PA00081837,118
PA00081838,8
PA00081839,2
PA00081840,27
PA00081841,1
PA00081842,40
PA00081843,142
PA00081844,14
PA00081845,17
PA00081846,2
PA00081847,3
PA00081848,38
PA00081849,2
PA00081850,1
PA00081851,5
PA00081852,21
PA00081853,2
PA00081854,4
PA00081855,9
PA00081856,68
PA00081857,13
PA00081858,4
PA00081860,1
PA00081861,5
PA00081862,34
PA00081863,57
PA00081864,14
PA00081865,22
PA00081866,10
PA00081867,7
PA00081868,10
PA00081869,4
PA00081870,1
PA00081871,14
PA00081872,4
PA00081873,20
PA00081874,1
PA00081875,11
PA00081876,4
PA00081878,2
PA00081879,8
PA00081880,40
PA00081881,282
PA00081883,1
PA00081884,5
PA00081885,1
PA00081886,8
PA00081889,2
PA00081890,2
PA00081892,1
PA00081907,4
PA00081910,8
PA00081911,1
PA00081912,192
PA00081915,16
PA00081916,27
PA00081917,1
PA00081918,50
PA00081919,1
PA00081920,2
PA00081921,2
PA00081922,3
PA00081923,3
PA00081924,4
PA00081925,6
PA00081926,6
PA00081928,6
PA00081929,5
PA00081931,4
PA00081932,5
PA00081933,4
PA00081934,3
PA00081935,1
PA00081938,1
PA00081939,4
PA00081940,10
PA00081941,1340
PA00081942,69
PA00081943,237
PA00081944,1
PA00081945,134
PA00081946,1
PA00081947,61
PA00081948,7
PA00081949,14
PA00081950,3
PA00081951,2
PA00081952,2
PA00081953,4
PA00081954,3
PA00081956,5
PA00081957,1
PA00081958,6
PA00081959,1
PA00081960,2
PA00081961,11
PA00081962,2
PA00081963,27
PA00081964,20
PA00081965,3
PA00081966,6
PA00081967,10
PA00081968,3
PA00081969,6
PA00081970,4
PA00081971,12
PA00081972,34
PA00081973,4
PA00081974,4
PA00081975,4
PA00081976,7
PA00081977,19
PA00081978,13
PA00081979,7
PA00081980,15
PA00081981,17
PA00081982,4
PA00081983,8
PA00081984,17
PA00081985,55
PA00081986,2
PA00081987,11
PA00081988,20
PA00081989,4
PA00081990,8
PA00081991,7
PA00081992,2
PA00081993,22
PA00081994,1
PA00081995,1
PA00081996,48
PA00081997,22
PA00081998,13
PA00081999,5
PA00082000,3
PA00082001,9
PA00082002,20
PA00082003,97
PA00082004,7
PA00082005,12
PA00082006,107
PA00082007,43
PA00082008,5
PA00082009,5
PA00082010,9
PA00082011,70
PA00082012,15
PA00082013,11
PA00082014,16
PA00082015,2
PA00082016,10
PA00082017,7
PA00082018,8
PA00082019,29
PA00082020,20
PA00082021,21
PA00082022,3
PA00082023,2
PA00082024,2
PA00082025,3
PA00082026,17
PA00082027,10
PA00082028,24
PA00082029,19
PA00082030,5
PA00082031,2
PA00082032,37
PA00082033,144
PA00082034,93
PA00082035,10
PA00082036,11
PA00082037,1
PA00082038,6
PA00082039,15
PA00082040,4
PA00082041,117
PA00082042,29
PA00082043,7
PA00082044,2
PA00082045,11
PA00082046,3
PA00082047,48
PA00082048,334
PA00082049,6
PA00082050,32
PA00082051,17
PA00082052,4
PA00082053,24
PA00082054,11
PA00082055,11
PA00082056,9
PA00082057,6
PA00082058,12
PA00082059,3
PA00082060,2
PA00082061,2
PA00082062,2
PA00082063,25
PA00082064,1
PA00082065,1
PA00082066,15
PA00082067,3
PA00082068,4
PA00082069,12
PA00082070,15
PA00082071,2
PA00082072,8
PA00082073,26
PA00082074,2
PA00082075,29
PA00082076,2
PA00082077,14
PA00082078,6
PA00082080,6
PA00082081,21
PA00082082,6
PA00082083,1
PA00082084,2
PA00082085,2
PA00082086,12
PA00082087,6
PA00082088,6
PA00082089,44
PA00082090,20
PA00082091,2
PA00082092,34
PA00082093,4
PA00082094,5
PA00082095,1
PA00082096,215
PA00082097,205
PA00082098,5
PA00082099,48
PA00082100,93
PA00082101,7
PA00082102,59
PA00082103,18
PA00082104,2
PA00082105,13
PA00082106,3
PA00082107,10
PA00082108,334
PA00082109,15
PA00082110,5
PA00082112,9
PA00082113,59
PA00082114,2
PA00082115,11
PA00082116,2
PA00082117,1
PA00082118,10
PA00082119,1
PA00082120,7
PA00082121,9
PA00082122,5
PA00082123,33
PA00082124,4
PA00082125,43
PA00082126,10
PA00082127,5
PA00082128,44
PA00082129,46
PA00082130,5
PA00082131,1
PA00082132,2
PA00082133,34
PA00082134,2
PA00082135,1
PA00082136,12
PA00082137,1
PA00082138,14
PA00082140,3
PA00082141,9
PA00082142,2
PA00082143,9
PA00082144,9
PA00082145,3
PA00082146,33
PA00082147,4
PA00082148,7
PA00082149,7
PA00082150,16
PA00082151,17
PA00082152,2
PA00082153,12
PA00082154,4
PA00082155,4
PA00082156,18
PA00082157,12
PA00082158,30
PA00082159,10
PA00082160,6
PA00082161,3
PA00082162,1
PA00082163,5
PA00082164,4
PA00082165,3
PA00082166,5
PA00082167,6
PA00082168,2
PA00082169,19
PA00082170,4
PA00082171,74
PA00082172,8
PA00082173,2
PA00082174,1
PA00082175,154
PA00082176,16
PA00082177,2
PA00082178,4
PA00082179,67
PA00082180,65
PA00082181,21
PA00082182,19
PA00082183,11
PA00082184,1
PA00082185,4
PA00082186,15
PA00082187,82
PA00082188,52
PA00082189,12
PA00082190,10
PA00082191,12
PA00082192,34
PA00082193,129
PA00082194,59
PA00082195,31
PA00082196,9
PA00082197,3
PA00082198,9
PA00082199,3
PA00082200,13
PA00082201,7
PA00082202,5
PA00082204,29
PA00082205,22
PA00082206,13
PA00082207,20
PA00082208,20
PA00082209,53
PA00082210,13
PA00082211,12
PA00082212,4
PA00082213,6
PA00082214,1
PA00082215,7
PA00082216,6
PA00082217,2
PA00082218,18
PA00082219,2
PA00082220,4
PA00082221,4
PA00082222,6
PA00082223,2
PA00082224,30
PA00082225,9
PA00082227,28
PA00082228,1
PA00082229,19
PA00082230,3
PA00082232,1
PA00082313,26
PA00082314,3
PA00082315,17
PA00082316,8
PA00082317,13
PA00082318,1
PA00082319,35
PA00082320,2
PA00082321,4
PA00082322,7
PA00082323,12
PA00082324,35
PA00082325,12
PA00082326,10
PA00082327,2
PA00082328,2
PA00082329,20
PA00082330,4
PA00082331,25
PA00082332,3
PA00082333,35
PA00082334,8
PA00082335,8
PA00082336,11
PA00082337,4
PA00082338,2
PA00082339,1
PA00082340,26
PA00082341,7
PA00082342,23
PA00082343,3
PA00082344,4
PA00082345,1
PA00082346,1
PA00082347,1
PA00082348,1
PA00082349,1
PA00082350,1
PA00082351,1
PA00082352,1
PA00082353,1
PA00082354,3
PA00082355,7
PA00082356,6
PA00082358,4
PA00082359,31
PA00082360,11
PA00082361,11
PA00082362,1
PA00082363,1
PA00082364,38
PA00082365,1
PA00082366,1
PA00082367,8
PA00082368,4
PA00082369,1
PA00082370,1
PA00082371,13
PA00082372,6
PA00082373,16
PA00082374,5
PA00082375,26
PA00082376,2
PA00082377,1
PA00082378,11
PA00082379,44
PA00082380,220
PA00082381,9
PA00082382,6
PA00082383,13
PA00082384,9
PA00082385,11
PA00082386,120
PA00082387,19
PA00082388,16
PA00082389,4
PA00082390,2
PA00082391,160
PA00082393,11
PA00082394,14
PA00082395,15
PA00082396,2
PA00082397,23
PA00082398,19
PA00082401,4
PA00082402,1
PA00082403,219
PA00082404,1
PA00082405,23
PA00082406,9
PA00082407,5
PA00082408,2
PA00082409,1
PA00082410,4
PA00082411,3
PA00082412,2
PA00082414,7
PA00082415,240
PA00082416,4
PA00082417,30
PA00082418,15
PA00082419,5
PA00082421,9
PA00082422,38
PA00082423,14
PA00082424,17
PA00082425,15
PA00082426,10
PA00082427,17
PA00082428,5
PA00082429,11
PA00082430,1
PA00082431,2
PA00082432,1
PA00082433,22
PA00082434,15
PA00082435,13
PA00082439,3
PA00082440,8
PA00082441,7
PA00082444,9
PA00082446,68
PA00082447,19
PA00082448,8
PA00082449,30
PA00082450,3
PA00082451,11
PA00082452,38
PA00082454,4
PA00082455,10
PA00082456,7
PA00082457,20
PA00082458,5
PA00082459,20
PA00082461,8
PA00082462,11
PA00082463,6
PA00082464,6
PA00082465,5
PA00082466,14
PA00082468,11
PA00082469,1
PA00082470,64
PA00082471,2
PA00082472,11
PA00082473,21
PA00082474,12
PA00082475,6
PA00082478,23
PA00082479,8
PA00082480,7
PA00082481,10
PA00082482,4
PA00082483,30
PA00082484,3
PA00082485,1
PA00082486,1
PA00082487,3
PA00082488,15
PA00082489,22
PA00082490,13
PA00082491,11
PA00082492,4
PA00082493,15
PA00082495,5
PA00082496,6
PA00082497,3
PA00082498,18
PA00082499,1
PA00082500,12
PA00082501,9
PA00082502,1
PA00082503,5
PA00082504,20
PA00082505,8
PA00082506,6
PA00082507,3
PA00082508,7
PA00082509,6
PA00082511,8
PA00082512,7
PA00082518,5
PA00082519,2
PA00082522,23
PA00082523,4
PA00082524,2
PA00082525,4
PA00082526,12
PA00082527,14
PA00082528,6
PA00082529,30
PA00082531,5
PA00082532,1
PA00082533,10
PA00082534,6
PA00082535,57
PA00082536,20
PA00082537,24
PA00082538,11
PA00082539,1
PA00082540,18
PA00082541,7
PA00082542,3
PA00082546,34
PA00082547,34
PA00082550,24
PA00082552,3
PA00082554,4
PA00082556,1
PA00082557,9
PA00082558,11
PA00082560,15
PA00082561,18
PA00082563,4
PA00082564,43
PA00082565,12
PA00082567,3
PA00082568,27
PA00082569,3
PA00082572,12
PA00082573,11
PA00082575,63
PA00082576,22
PA00082577,16
PA00082578,31
PA00082579,15
PA00082580,4
PA00082581,8
PA00082582,1
PA00082583,1
PA00082585,18
PA00082586,18
PA00082587,10
PA00082588,4
PA00082589,25
PA00082590,8
PA00082591,12
PA00082592,44
PA00082593,6
PA00082594,7
PA00082595,5
