# Instantané Mémoire : nombre d'illustrations POP par notice Mérimée.
# Généré par `python -m merimee_etl.memoire`, jamais à la main.
# Un nombre, pas une image : ces photographies sont sous droits réservés.
reference,images
PA00132824,10
PA00132825,12
PA00132826,22
PA00132827,8
PA00132829,12
PA00132830,21
PA00132831,1
PA00132833,61
PA00132835,5
PA00132836,29
PA00132837,6
PA00132838,6
PA00132840,19
PA00132841,2
PA00132842,6
PA00132843,32
PA00132844,10
PA00132845,6
PA00132846,5
PA00132847,7
PA00132848,16
PA00132849,6
PA00132850,5
PA00132851,14
PA00132852,2
PA00132853,2
PA00132854,8
PA00132855,144
PA00132856,3
PA00132857,3
PA00132858,3
PA00132859,49
PA00132860,3
PA00132861,4
PA00132862,4
PA00132863,2
PA00132864,4
PA00132865,4
PA00132867,6
PA00132868,3
PA00132869,26
PA00132870,49
PA00132871,16
PA00132872,4
PA00132873,1
PA00132874,6
PA00132875,5
PA00132876,1
PA00132877,8
PA00132878,4
PA00132879,2
PA00132880,6
PA00132881,11
PA00132882,5
PA00132883,32
PA00132887,1
PA00132892,3
PA00132893,12
PA00132894,1
PA00132895,4
PA00132896,15
PA00132897,2
PA00132898,45
PA00132899,13
PA00132900,1
PA00132901,7
PA00132905,2
PA00132907,29
PA00132908,16
PA00132909,36
PA00132910,15
PA00132911,11
PA00132912,2
PA00132914,21
PA00132916,7
PA00132917,6
PA00132918,3
PA00132920,6
PA00132923,43
PA00132924,8
PA00132925,4
PA00132927,6
PA00132928,3
PA00132929,6
PA00132930,2
PA00132931,1
PA00132932,27
PA00132933,30
PA00132934,16
PA00132938,3
PA00132941,18
PA00132942,8
PA00132944,86
PA00132945,16
PA00132946,27
PA00132949,6
PA00132950,2
PA00132951,2
PA00132953,10
PA00132954,7
PA00132955,35
PA00132957,1
PA00132958,8
PA00132959,11
PA00132960,3
PA00132962,10
PA00132963,50
PA00132964,3
PA00132965,1
PA00132966,15
PA00132967,5
PA00132968,6
PA00132969,14
PA00132970,10
PA00132972,45
PA00132974,10
PA00132975,14
PA00132976,3
PA00132977,5
PA00132978,2
PA00132979,4
PA00132980,1
PA00132981,17
PA00132982,1
PA00132983,2
PA00132984,1
PA00132985,53
PA00132986,10
PA00132987,3
PA00132988,18
PA00132989,28
PA00132990,6
PA00132991,3
PA00132992,14
PA00132993,24
PA00132995,9
PA00132996,15
PA00132997,16
PA00132998,80
PA00132999,14
PA00133000,3
PA00133001,14
PA00133002,16
PA00133003,3
PA00133004,4
PA00133005,2
PA00133006,6
PA00133007,13
PA00133008,2
PA00133009,1
PA00133010,12
PA00133011,35
PA00133012,23
PA00133014,1
PA00133015,24
PA00133016,13
PA00133017,7
PA00133019,11
PA00133020,14
PA00133021,95
PA00133022,95
PA00133023,67
PA00133024,37
PA00133026,43
PA00135152,7
PA00135156,1
PA00135165,1
PA00135167,5
PA00135169,1
PA00135170,3
PA00135173,15
PA00135174,2
PA00135175,1
PA00135176,3
PA00135177,1
PA00135179,2
PA00135180,8
PA00135181,1
PA00135182,1
PA00135183,2
PA00135184,6
PA00135185,6
PA00135186,10
PA00135187,3
PA00135188,31
PA00135189,1
PA00135190,2
PA00135191,2
PA00135194,2
PA00135195,26
PA00135197,1
PA00135198,4
PA00135199,7
PA00135200,1
PA00135202,13
PA00135203,56
PA00135204,15
PA00135205,22
PA00135206,19
PA00135207,8
PA00135208,10
PA00135209,41
PA00135210,51
PA00135211,8
PA00135212,3
PA00135213,4
PA00135214,8
PA00135215,8
PA00135216,20
PA00135217,6
PA00135218,14
PA00135219,7
PA00135220,10
PA00135221,5
PA00135222,8
PA00135223,18
PA00135224,7
PA00135225,14
PA00135226,14
PA00135227,8
PA00135228,8
PA00135229,1
PA00135230,12
PA00135231,3
PA00135232,7
PA00135233,4
PA00135234,4
PA00135235,9
PA00135236,7
PA00135237,5
PA00135238,7
PA00135239,8
PA00135240,1
PA00135241,13
PA00135242,4
PA00135243,6
PA00135244,7
PA00135245,22
PA00135246,20
PA00135247,2
PA00135248,11
PA00135249,4
PA00135250,27
PA00135251,4
PA00135252,16
PA00135253,1
PA00135254,4
PA00135255,1
PA00135256,1
PA00135257,11
PA00135259,1
PA00135260,4
PA00135262,1
PA00135263,1
PA00135264,16
PA00135265,1
PA00135266,5
PA00135268,2
PA00135269,8
PA00135270,26
PA00135271,3
PA00135273,5
PA00135274,1
PA00135275,1
PA00135276,1
PA00135278,3
PA00135279,17
PA00135280,2
PA00135281,13
PA00135282,1
PA00135283,14
PA00135284,3
PA00135286,8
PA00135287,23
PA00135288,3
PA00135289,25
PA00135290,4
PA00135291,6
PA00135292,67
PA00135293,6
PA00135294,5
PA00135295,8
PA00135296,5
PA00135297,8
PA00135298,39
PA00135299,38
PA00135301,1
PA00135302,1
PA00135305,11
PA00135306,11
PA00135308,1
PA00135309,6
PA00135313,1
PA00135314,8
PA00135315,2
PA00135316,6
PA00135317,17
PA00135318,4
PA00135319,5
PA00135320,10
PA00135321,18
PA00135322,7
PA00135323,7
PA00135324,9
PA00135325,11
PA00135326,18
PA00135327,41
PA00135328,3
PA00135329,7
PA00135330,19
PA00135331,7
PA00135333,3
PA00135334,24
PA00135335,6
PA00135336,3
PA00135337,3
PA00135338,4
PA00135339,5
PA00135340,6
PA00135341,3
PA00135342,5
PA00135343,4
PA00135344,5
PA00135345,6
PA00135346,73
PA00135347,7
PA00135348,5
PA00135349,9
PA00135350,5
PA00135351,5
PA00135352,5
PA00135361,4
PA00135362,26
PA00135363,26
PA00135364,6
PA00135365,9
PA00135366,1
PA00135367,9
PA00135368,29
PA00135369,2
PA00135370,21
PA00135374,8
PA00135375,6
PA00135376,6
PA00135377,3
PA00135378,9
PA00135380,119
PA00135381,73
PA00135382,58
PA00135383,23
PA00135384,30
PA00135385,38
PA00135386,6
PA00135387,71
PA00135388,55
PA00135389,15
PA00135393,3
PA00135395,5
PA00135396,19
PA00135397,20
PA00135398,35
PA00135399,39
PA00135400,2
PA00135401,2
PA00135402,8
PA00135403,39
PA00135406,10
PA00135409,8
PA00135410,15
PA00135411,14
PA00135412,3
PA00135413,14
PA00135414,2
PA00135415,1
PA00135416,1
PA00135417,8
PA00135418,11
PA00135419,5
PA00135420,5
PA00135421,8
PA00135422,2
PA00135423,1
PA00135424,8
PA00135425,2
PA00135426,2
PA00135427,1
PA00135428,1
PA00135429,3
PA00135430,7
PA00135433,1
PA00135434,1
PA00135435,1
PA00135437,14
PA00135439,1
PA00135442,1
PA00135444,5
PA00135445,22
PA00135446,227
PA00135447,26
PA00135448,3
PA00135449,11
PA00135452,2
PA00135458,35
PA00135461,1
PA00135462,1
PA00135463,4
PA00135465,10
PA00135466,6
PA00135467,9
PA00135468,3
PA00135470,2
PA00135471,73
PA00135474,15
PA00135475,15
PA00135476,15
PA00135477,14
PA00135478,31
PA00135480,1
PA00135481,5
PA00135483,1
PA00135484,26
PA00135485,15
PA00135486,13
PA00135487,1
PA00135488,1
PA00135489,11
PA00135490,1
PA00135491,4
PA00135494,8
PA00135495,7
PA00135497,1
PA00135498,19
PA00135499,13
PA00135504,1
PA00135505,23
PA00135507,2
PA00135508,9
PA00135511,1
PA00135513,9
PA00135514,2
PA00135515,15
PA00135516,4
PA00135517,41
PA00135518,41
PA00135519,44
PA00135520,2
PA00135524,5
PA00135525,6
PA00135526,5
PA00135528,2
PA00135531,4
PA00135532,4
PA00135534,2
PA00135535,2
PA00135536,6
PA00135538,17
PA00135541,70
PA00135545,1
PA00135547,1
PA00135550,1
PA00135551,18
PA00135553,21
PA00135555,1
PA00135556,20
PA00135557,5
PA00135559,1
PA00135560,1
PA00135561,2
PA00135562,1
PA00135563,1
PA00135564,1
PA00135565,1
PA00135566,1
PA00135567,21
PA00135569,1
PA00135570,28
PA00135571,12
PA00135572,13
PA00135574,9
PA00135577,1
PA00135581,6
PA00135582,3
PA00135583,10
PA00135584,3
PA00135585,1
PA00135586,1
PA00135587,8
PA00135589,4
PA00135590,5
PA00135591,2
PA00135593,1
PA00135594,5
PA00135595,6
PA00135596,22
PA00135597,2
PA00135598,5
PA00135599,15
PA00135600,1
PA00135603,4
PA00135604,1
PA00135606,38
PA00135608,12
PA00135609,3
PA00135610,26
PA00135611,22
PA00135612,1
PA00135613,6
PA00135614,34
PA00135615,2
PA00135616,1
PA00135617,3
PA00135618,8
PA00135619,3
PA00135620,2
PA00135623,1
PA00135624,14
PA00135625,173
PA00135627,7
PA00135628,6
PA00135629,1
PA00135630,12
PA00135631,2
PA00135632,90
PA00135634,12
PA00135635,138
PA00135641,15
PA00135642,10
PA00135643,2
PA00135644,14
PA00135646,1
PA00135649,13
PA00135650,5
PA00135651,10
PA00135652,6
PA00135653,17
PA00135655,16
PA00135656,6
PA00135657,7
PA00135659,19
PA00135662,11
PA00135663,7
PA00135664,24
PA00135665,14
PA00135674,1
PA00135675,1
PA00135676,1
PA00135677,1
PA00135678,1
PA00135679,1
PA00135680,8
PA00135681,15
PA00135682,1
PA00135683,1
PA00135684,1
PA00135685,1
PA00135686,1
PA00135687,1
PA00135688,1
PA00135689,1
PA00135690,1
PA00135691,30
PA00135692,1
PA00135693,1
PA00135695,49
PA00135696,44
PA00135699,3
PA00135700,2
PA00135701,16
PA00135702,14
PA00135703,14
PA00135704,1
PA00135705,1
PA00135707,29
PA00135708,26
PA00135709,1
PA00135710,13
PA00135711,7
PA00135712,2
PA00135714,5
PA00135715,11
PA00135716,1
PA00135717,3
PA00135718,1
PA00135719,15
PA01000005,25
PA01000006,9
PA01000007,7
PA01000008,32
PA01000009,1
PA01000010,11
PA01000011,36
PA01000012,2
PA01000014,2
PA01000015,9
PA01000016,4
PA01000017,2
PA01000019,1
PA01000020,6
PA01000021,1
PA01000022,2
PA01000023,5
PA01000024,2
PA01000025,1
PA01000026,40
PA01000028,11
PA01000029,6
PA01000030,7
PA01000031,2
PA01000032,10
PA01000033,8
PA01000034,16
PA01000035,8
PA01000036,5
PA01000037,13
PA01000038,4
PA01000039,3
PA01000040,8
PA01000041,12
PA01000042,3
PA01000043,13
PA01000044,13
PA01000045,9
PA01000046,1
PA01000047,1
PA01000048,1
PA01000049,2
PA01000050,16
PA01000051,12
PA02000001,16
PA02000002,13
PA02000003,1
PA02000004,17
PA02000006,11
PA02000007,1
PA02000009,2
PA02000010,14
PA02000011,28
PA02000012,14
PA02000013,9
PA02000014,14
PA02000015,1
PA02000016,19
PA02000018,14
PA02000019,13
PA02000020,5
PA02000021,17
PA02000022,18
PA02000023,5
PA02000024,12
PA02000025,6
PA02000026,10
PA02000027,9
PA02000028,9
PA02000029,9
PA02000030,23
PA02000031,13
PA02000032,13
PA02000035,3
PA02000036,13
PA02000037,4
PA02000038,17
PA02000039,16
PA02000040,2
PA02000041,1
PA02000042,1
PA02000043,17
PA02000044,8
PA02000045,5
PA02000046,6
PA02000047,6
PA02000049,19
PA02000050,10
PA02000051,16
PA02000052,7
PA02000053,36
PA02000054,5
PA02000055,9
PA02000056,10
PA02000057,3
PA02000058,30
PA02000059,10
PA02000060,2
PA02000061,3
PA02000062,1
PA02000063,15
PA02000064,6
PA02000066,2
PA02000067,6
PA02000068,4
PA02000069,1
PA02000070,1
PA02000072,6
PA02000073,3
PA02000074,1
PA02000075,9
PA02000076,4
PA02000077,1
PA02000078,3
PA02000079,8
PA02000080,1
PA02000081,2
PA02000082,1
PA02000083,8
PA02000084,1
PA02000085,4
PA02000086,4
PA02000087,3
PA02000088,2
PA02000089,2
PA02000090,4
PA02000091,31
PA02000092,3
PA02000093,23
PA02000094,7
PA02000095,3
PA02000096,4
PA02000098,5
PA02000099,6
PA02000100,6
PA02000101,6
PA02000102,6
PA02000103,5
PA02000104,15
PA02000105,2
PA02000106,3
PA02000107,5
PA02000108,3
PA02000109,8
PA02000110,8
PA02000111,2
PA02000112,5
PA02000113,2
PA02000118,7
PA02000119,6
PA02000120,10
PA02000121,4
PA02000122,8
PA02000123,8
PA02000124,1
PA02000125,4
PA02000126,2
PA03000001,22
PA03000002,19
PA03000003,6
PA03000004,4
PA03000005,49
PA03000006,14
PA03000007,25
PA03000008,14
PA03000009,15
PA03000010,4
PA03000011,35
PA03000012,21
PA03000013,12
PA03000014,10
PA03000015,18
PA03000016,11
PA03000017,9
PA03000018,11
PA03000019,9
PA03000020,23
PA03000021,17
PA03000022,27
PA03000023,10
PA03000024,8
PA03000025,17
PA03000026,58
PA03000027,24
PA03000028,20
PA03000029,15
PA03000030,9
PA03000031,57
PA03000032,12
PA03000033,7
PA03000034,13
PA03000035,9
PA03000036,8
PA03000037,45
PA03000038,40
PA03000039,10
PA03000040,9
PA03000041,8
PA03000042,24
PA03000043,15
PA03000044,34
PA03000045,24
PA03000046,9
PA03000047,13
PA03000048,16
PA03000049,3
PA03000050,6
PA03000051,2
PA03000052,2
PA03000053,8
PA03000054,9
PA03000055,1
PA03000056,6
PA03000057,1
PA03000058,1
PA03000059,1
PA03000060,12
PA03000061,1
PA03000062,1
PA03000063,5
PA03000064,1
PA03000065,1
PA03000066,1
PA03000067,1
PA03000068,7
PA03000069,1
PA03000070,2
PA03000071,5
PA03000073,19
PA04000001,28
PA04000004,1
PA04000005,36
PA04000006,40
PA04000007,45
PA04000008,27
PA04000009,14
PA04000010,39
PA04000011,60
PA04000012,47
PA04000013,64
PA04000014,226
PA04000015,73
PA04000016,5
PA04000017,30
PA04000018,10
PA04000019,11
PA04000020,6
PA04000021,8
PA04000022,7
PA04000023,1
PA04000024,22
PA04000025,65
PA04000026,7
PA04000027,114
PA04000028,2
PA04000029,17
PA04000030,13
PA04000031,4
PA04000032,7
PA04000033,12
PA04000034,3
PA04000035,12
PA04000036,4
PA04000037,19
PA04000038,7
PA04000039,1
PA04000040,1
PA04000041,17
PA04000042,9
PA05000001,2
PA05000002,77
PA05000003,10
PA05000004,2
PA05000005,1
PA05000006,11
PA05000007,1
PA05000008,23
PA05000009,1
PA05000010,34
PA05000012,13
PA05000013,15
PA05000014,2
PA05000015,3
PA05000016,1
PA05000017,25
PA05000018,59
PA05000019,4
PA05000020,3
PA05000021,9
PA05000022,1
PA05000023,58
PA05000024,5
PA05000025,5
PA05000026,8
PA05000027,8
PA05000028,34
PA06000001,4
PA06000003,3
PA06000004,4
PA06000005,10
PA06000006,17
PA06000007,11
PA06000008,1
PA06000009,73
PA06000010,1
PA06000011,1
PA06000012,2
PA06000013,4
PA06000014,1
PA06000015,5
PA06000016,2
PA06000017,1
PA06000018,6
PA06000019,1
PA06000020,7
PA06000021,2
PA06000022,1
PA06000023,95
PA06000024,6
PA06000025,1
PA06000026,4
PA06000027,1
PA06000029,59
PA06000030,1
PA06000031,4
PA06000032,3
PA06000033,4
PA06000034,5
PA06000035,5
PA06000036,45
PA06000037,3
PA06000038,3
PA06000039,25
PA06000040,99
PA06000041,1
PA06000043,6
PA06000047,14
PA06000048,38
PA06000050,1
PA06000051,1
PA06000052,6
PA06000053,7
PA06000054,1
PA06000055,3
PA06000057,7
PA06000058,10
PA06000060,21
PA06000062,32
PA06000063,47
PA06000064,54
PA06000065,44
PA06000070,15
PA06000071,2
PA06000072,8
PA06000074,2
PA06000075,1
PA06000076,3
PA06000077,45
PA07000001,27
PA07000002,33
PA07000003,13
PA07000004,11
PA07000005,39
PA07000006,2
PA07000007,10
PA07000008,19
PA07000009,46
PA07000010,1
PA07000011,25
PA07000012,1
PA07000013,1
PA07000014,15
PA07000015,1
PA07000016,33
PA07000017,3
PA07000019,1
PA07000020,13
PA07000021,1
PA07000023,2
PA07000024,1
PA07000025,1
PA07000026,1
PA07000027,1
PA07000028,1
PA07000029,1
PA07000030,1
PA07000031,1
PA07000033,1
PA07000034,3
PA07000035,1
PA07000036,1
PA07000037,1
PA07000038,1
PA07000039,6
PA07000040,10
PA07000041,1
PA07000042,6
PA08000001,1
PA08000002,1
PA08000003,1
PA08000006,2
PA08000007,2
PA08000008,2
PA08000010,1
PA08000012,1
PA08000013,1
PA08000014,1
PA08000016,1
PA08000017,2
PA08000018,1
PA08000019,2
PA08000020,1
PA08000021,9
PA08000022,1
PA09000001,8
PA09000004,4
PA09000005,5
PA09000008,1
PA09000009,2
PA09000011,11
PA09000014,1
PA09000015,2
PA09000016,42
PA09000020,1
PA09000021,1
PA09000023,1
PA09000024,6
PA09000027,1
PA09000028,5
PA09000029,1
PA09000030,1
PA09000031,1
PA09000032,1
PA09000033,26
PA09000034,11
PA09000035,3
PA09000036,5
PA09000037,1
PA09000038,4
PA09000039,19
PA09000040,4
PA09000041,9
PA09000042,9
PA10000001,2
PA10000002,6
PA10000003,10
PA10000004,12
PA10000005,10
PA10000006,2
PA10000007,3
PA10000008,5
PA10000010,9
PA10000011,10
PA10000012,13
PA10000013,1
PA10000015,10
PA10000016,11
PA10000017,7
PA10000021,8
PA10000022,8
PA10000023,1
PA10000024,1
PA10000025,6
PA10000026,3
PA10000027,2
PA10000028,2
PA10000029,1
PA10000030,10
PA10000031,5
PA10000032,1
PA10000033,12
PA10000036,1
PA11000001,46
PA11000002,13
PA11000003,31
PA11000004,66
PA11000005,82
PA11000006,25
PA11000007,44
PA11000008,33
PA11000009,27
PA11000010,91
PA11000011,13
PA11000012,38
PA11000013,26
PA11000014,133
PA11000015,44
PA11000016,21
PA11000017,47
PA11000018,60
PA11000019,61
PA11000020,74
PA11000022,132
PA11000023,43
PA11000024,107
PA11000025,11
PA11000026,41
PA11000027,26
PA11000028,62
PA11000029,48
PA11000030,58
PA11000031,27
PA11000032,51
PA11000033,131
PA11000034,43
PA11000035,160
PA11000036,160
PA11000037,207
PA11000038,28
PA11000040,56
PA11000042,4
PA11000043,2
PA11000044,48
PA11000046,24
PA11000047,132
PA11000048,125
PA11000049,59
PA11000050,28
PA11000051,100
PA11000052,108
PA11000053,87
PA11000054,13
PA11000055,12
PA11000056,10
PA11000057,17
PA11000058,107
PA11000059,71
PA11000060,95
PA11000061,442
PA11000062,136
PA11000063,71
PA11000064,80
PA11000065,131
PA11000066,70
PA11000067,151
PA11000068,99
PA11000069,124
PA12000001,1
PA12000003,1
PA12000005,3
PA12000006,4
PA12000007,7
PA12000010,3
PA12000011,5
PA12000012,12
PA12000013,17
PA12000014,15
PA12000015,3
PA12000018,7
PA12000019,8
PA12000020,1
PA12000021,150
PA12000022,1
PA12000023,3
PA12000024,1
PA12000025,1
PA12000026,1
PA12000027,1
PA12000028,1
PA12000029,8
PA12000030,10
PA12000031,5
PA12000032,1
PA12000033,1
PA12000034,1
PA12000035,2
PA12000036,5
PA12000037,14
PA12000038,1
PA12000039,1
PA12000040,1
PA12000041,2
PA12000042,15
PA12000043,12
PA12000044,1
PA12000045,1
PA12000046,2
PA12000048,2
PA12000049,4
PA12000050,39
PA12000051,1
PA12000052,99
PA12000053,57
PA12000054,35
PA12000055,102
PA12000056,1
PA12000061,2
PA12000062,1
PA12000063,2
PA12000064,1
PA12000066,11
PA12000067,2
PA12000068,76
PA12000069,1
PA12000070,23
PA12000071,24
PA12000072,1
PA12000073,30
PA12000074,23
PA12000075,6
PA12000076,6
PA12000077,13
PA12000078,40
PA12000079,57
PA12000081,16
PA12000082,8
PA12000083,43
PA12000084,2
PA12000085,25
PA12000086,117
PA12000087,27
PA12000088,5
PA12000090,5
PA12000091,41
PA12000093,15
PA12000094,18
PA12000095,7
PA13000001,5
PA13000002,3
PA13000003,6
PA13000005,9
PA13000006,6
PA13000009,14
PA13000010,1
PA13000011,1
PA13000012,13
PA13000013,33
PA13000014,1
PA13000015,1
PA13000016,3
PA13000017,21
PA13000018,28
PA13000019,3
PA13000020,2
PA13000021,1
PA13000022,1
PA13000023,7
PA13000024,7
PA13000027,38
PA13000028,4
PA13000029,3
PA13000030,6
PA13000031,3
PA13000032,8
PA13000033,5
PA13000035,1
PA13000037,3
PA13000038,6
PA13000039,1
PA13000040,4
PA13000041,34
PA13000042,4
PA13000043,167
PA13000045,1
PA13000046,20
PA13000047,1
PA13000049,16
PA13000052,14
PA13000054,4
PA13000056,1
PA13000057,8
PA13000058,23
PA13000059,26
PA13000060,17
PA13000061,16
PA13000062,12
PA13000063,1
PA13000064,1
PA13000066,37
PA13000067,21
PA13000068,41
PA13000072,1
PA13000074,1
PA13000075,30
PA13000080,7
PA13000081,5
PA13000082,3
PA13000083,3
PA13000085,1
PA13000086,2
PA13000087,4
PA13000088,10
PA13000090,22
PA13000092,35
PA13000094,5
PA13000095,22
PA13000096,7
PA13000102,2
PA13000103,12
PA13000104,21
PA13000105,1
PA13000106,1
PA13000108,5
PA13000109,18
PA13000110,11
PA13000111,23
PA13000112,8
PA13000113,6
PA13000114,6
PA13000115,32
PA13000116,8
PA13000117,10
PA13000118,19
PA13000119,10
PA13000120,12
PA13000121,14
PA13000122,23
PA13000123,22
PA13000124,22
PA13000125,19
PA13000126,15
PA13000127,58
PA13000128,22
PA13000129,12
PA13000130,25
PA13000131,11
PA13000132,40
PA13000133,43
PA13000134,24
PA13000135,111
PA13000136,83
PA13000137,16
PA13000138,100
PA13000139,38
PA13000140,20
PA14000001,9
PA14000003,1
PA14000008,6
PA14000009,1
PA14000010,1
PA14000011,13
PA14000013,3
PA14000015,4
PA14000016,1
PA14000017,1
PA14000018,4
PA14000023,4
PA14000026,4
PA14000027,86
PA14000028,60
PA14000031,1
PA14000032,6
PA14000034,3
PA14000035,2
PA14000038,1
PA14000039,1
PA14000040,2
PA14000041,2
PA14000044,1
PA14000045,2
PA14000047,1
PA14000048,2
PA14000051,1
PA14000052,2
PA14000053,10
PA14000054,3
PA14000055,1
PA14000056,1
PA14000059,1
PA14000061,2
PA14000062,7
PA14000063,70
PA14000064,12
PA14000066,2
PA14000067,19
PA14000068,1
PA14000073,2
PA14000074,4
PA14000075,7
PA14000077,1
PA14000078,2
PA14000079,2
PA14000081,1
PA14000082,2
PA14000084,1
PA14000085,2
PA14000086,2
PA14000087,1
PA14000088,1
PA14000089,1
PA14000090,31
PA14000094,23
PA14000097,1
PA14000098,1
PA14000101,2
PA14000102,3
PA14000105,1
PA14000107,1
PA14000109,40
PA14000110,57
PA14000111,4
PA14000112,1
PA14000113,6
PA14000114,41
PA14000115,68
PA14000116,3
PA14000117,17
PA14000118,20
PA14000119,30
PA15000001,5
PA15000002,16
PA15000003,14
PA15000004,14
PA15000005,35
PA15000008,8
PA15000009,8
PA15000010,7
PA15000011,10
PA15000012,49
PA15000013,23
PA15000015,22
PA15000016,11
PA15000017,21
PA15000018,24
PA15000019,29
PA15000020,8
PA15000021,51
PA15000022,5
PA15000023,23
PA15000024,16
PA15000025,6
PA15000026,29
PA15000027,9
PA15000028,17
PA15000029,30
PA15000030,135
PA15000031,38
PA15000032,32
PA15000033,41
PA15000034,5
PA15000035,7
PA15000036,5
PA15000037,19
PA15000038,9
PA15000039,36
PA15000040,8
PA15000041,43
PA15000042,32
PA15000043,20
PA15000044,6
PA15000045,4
PA15000046,18
PA15000047,29
PA15000048,41
PA15000049,1
PA15000050,10
PA15000051,2
PA15000052,1
PA15000053,17
PA15000054,2
PA15000055,1
PA15000056,2
PA15000057,1
PA15000058,3
PA15000059,4
PA15000061,11
PA16000001,6
PA16000002,2
PA16000003,10
PA16000004,3
PA16000005,7
PA16000006,1
PA16000007,8
PA16000008,5
PA16000009,11
PA16000010,1
PA16000011,5
PA16000012,1
PA16000013,3
PA16000014,16
PA16000015,1
PA16000016,13
PA16000017,16
PA16000018,12
PA16000019,2
PA16000020,23
PA16000021,2
PA16000022,4
PA16000023,1
PA16000024,7
PA16000025,8
PA16000026,5
PA16000027,1
PA16000028,13
PA16000029,1
PA16000030,8
PA16000031,8
PA16000032,1
PA16000033,128
PA16000034,5
PA16000035,2
PA16000036,12
PA16000037,31
PA16000038,1
PA16000039,13
PA16000040,10
PA16000041,1
PA16000042,3
PA16000043,1
PA16000044,9
PA16000045,27
PA16000046,23
PA16000047,5
PA16000048,3
PA16000049,2
PA16000050,1
PA16000051,10
PA16000052,1
PA16000053,2
PA16000054,23
PA16000055,5
PA16000056,103
PA16000057,1
PA16000058,1
PA16000059,1
PA16000060,13
PA16000061,12
PA16000062,5
PA16000063,29
PA16000064,23
PA16000065,8
PA16000066,1
PA16000067,19
PA16000068,11
PA16000069,15
PA16000070,32
PA16000071,10
PA17000001,6
PA17000002,1
PA17000003,3
PA17000004,3
PA17000005,4
PA17000006,1
PA17000007,3
PA17000008,2
PA17000009,8
PA17000010,5
PA17000011,1
PA17000012,1
PA17000013,4
PA17000014,1
PA17000015,46
PA17000016,5
PA17000017,1
PA17000018,3
PA17000019,2
PA17000020,12
PA17000021,4
PA17000022,3
PA17000023,3
PA17000024,2
PA17000025,3
PA17000026,3
PA17000027,3
PA17000028,3
PA17000029,3
PA17000030,3
PA17000031,10
PA17000032,3
PA17000033,45
PA17000034,6
PA17000035,4
PA17000036,2
PA17000037,4
PA17000038,2
PA17000039,5
PA17000040,1
PA17000041,21
PA17000042,6
PA17000043,3
PA17000044,2
PA17000045,4
PA17000046,17
PA17000047,10
PA17000048,4
PA17000049,4
PA17000050,8
PA17000051,5
PA17000052,6
PA17000053,10
PA17000054,2
PA17000055,6
PA17000057,2
PA17000058,1
PA17000059,3
PA17000060,10
PA17000061,5
PA17000062,9
PA17000063,7
PA17000064,3
PA17000065,3
PA17000066,4
PA17000067,1
PA17000068,9
PA17000069,13
PA17000070,25
PA17000071,2
PA17000072,4
PA17000073,3
PA17000074,15
PA17000075,2
PA17000076,1
PA17000077,1
PA17000078,3
PA17000080,2
PA17000081,6
PA17000082,2
PA17000083,3
PA17000084,1
PA17000085,1
PA17000086,1
PA17000087,11
PA17000088,1
PA17000089,6
PA17000090,24
PA17000091,84
PA17000092,2
PA17000093,3
PA17000094,5
PA17000095,5
PA17000096,10
PA17000097,13
PA17000098,1
PA17000099,2
PA17000100,2
PA17000101,3
PA17000102,3
PA17000103,1
PA17000104,36
